날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-07,쿠팡,3,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=98ac3ad0-7998-11f1-ba41-3110a672a249%7E3&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,쿠팡,8,쿠팡,베이직스 2024 베이직북 14 N-시리즈,Basics,,integrated,,,,,,563000,563000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9128826497&itemId=26858848404&vendorItemId=92984476751&traceid=V0-153-2bd89178e148d112&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,4,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,10,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,11,G마켓,레노버 노트북 레노버 ThinkPad X13 Gen1 메모리 32GB SSD512GB Windows11 전용박스,Lenovo,,integrated,32GB,512GB,WIN 11 HOME,,,626400,626400,,https://link.gmarket.co.kr/gate/pcs?item-no=4618661624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,15,G마켓,레노버 레노버 아이디어패드 Slim3 15ARP R5-7533HS OLED 가성비 노트북,Lenovo,,integrated,,,,,,857000,857000,,https://link.gmarket.co.kr/gate/pcs?item-no=4623684498&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,22,G마켓,애플 맥북프로 14 M1 Pro 8CPU 14GPU 16GB 스페이스 그레이 S,Apple,,integrated,16GB,,,,,1261000,1261000,,https://link.gmarket.co.kr/gate/pcs?item-no=4766918484&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,24,G마켓,레노버 Slim3-17ABA7 R5 R5 5625U 8G 256G IPS 300nit DOS 아틱그레이,Lenovo,,integrated,,,,,,680130,680130,,https://link.gmarket.co.kr/gate/pcs?item-no=2753808690&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,28,G마켓,2025 애플 맥북 에어 M4 칩 13인치 16GB 램 512GB SSD 저장장치 실버 비시,Apple,,integrated,16GB,512GB,,13인치,,1701250,1701250,,https://link.gmarket.co.kr/gate/pcs?item-no=4790628852&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,32,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS 최대60만,Lenovo,라이젠5,integrated,256GB,,,,,814000,814000,,https://link.gmarket.co.kr/gate/pcs?item-no=4772976902&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,33,G마켓,기가바이트 기가바이트 Gaming A16 3VH 체감가 136만 라이젠 AMD R7 지포스 RTX5060 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5060,16GB,512GB,,,,1704470,1704470,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,34,G마켓,기가바이트 GIGABYTE AERO X16 AI7LEA (스페이스 그레이),Gigabyte,,integrated,,,,,,2083330,2083330,,https://link.gmarket.co.kr/gate/pcs?item-no=4650668080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,36,G마켓,레노버 노트북 씽크패드 T460s 6세대 8G 256G 흰멍 커버금,Lenovo,,integrated,,,,,,180380,180380,,https://link.gmarket.co.kr/gate/pcs?item-no=3506276402&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,39,G마켓,HP HP ENVY 15-J034TX i7 16G 윈10 게이밍 중고 노트북,HP,I7,integrated,,,,,,275220,275220,,https://link.gmarket.co.kr/gate/pcs?item-no=4756738177&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,41,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS,Lenovo,라이젠5,integrated,256GB,,,,,814720,814720,,https://link.gmarket.co.kr/gate/pcs?item-no=4793816911&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,55,G마켓,기가바이트 기가바이트 Gaming A16 3WHD 체감가 210만 라이젠 AMD R7 지포스 RTX5070 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5070,16GB,512GB,,,,2699140,2699140,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443188&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,65,G마켓,레노버 레노버 씽크패드 X1 카본 i5 8GB 사무용 인강용 중고 노트북,Lenovo,I5,integrated,8GB,,,,,310860,310860,,https://link.gmarket.co.kr/gate/pcs?item-no=4355119391&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,69,G마켓,MSI MSI GF76 HX B14WFK-i7 QHD/ 윈11 /마우스 /재고보유,MSI,I7,integrated,,,,,,1804200,1804200,,https://link.gmarket.co.kr/gate/pcs?item-no=4481539354&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,70,G마켓,MI 레노버 LOQ 15ARP10E 83S000E3KR RAM 32GB,Lenovo,,integrated,32GB,,,,,1656280,1656280,,https://link.gmarket.co.kr/gate/pcs?item-no=4758387229&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,71,G마켓,MI 레노버 씽크북 16AHP G9 R7 AI WIN11,Lenovo,,integrated,,,WIN 11 HOME,,,1371020,1371020,,https://link.gmarket.co.kr/gate/pcs?item-no=4759672762&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,77,G마켓,델 XPS 13 9350 Ultra5 226V Arc그래픽 16GB 512GB FHD+ W11H,Dell,ULTRA5 226V,Intel Arc,16GB,512GB,,,,1965000,1965000,,https://link.gmarket.co.kr/gate/pcs?item-no=4707068699&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,78,G마켓,레노버 LENOVO 리퍼 노트북 ThinkPad X1 Carbon 인텔10세대 i5-10210U 16G NVMe256G UHD 윈도우11 14인치 터치스크린,Lenovo,I5-10210U,integrated,,,,14인치,,473100,473100,,https://link.gmarket.co.kr/gate/pcs?item-no=4404483890&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,84,G마켓,MSI MSI 사이보그 15 B2RWFKG-C7 윈11 램32G교체/재고보유,MSI,,integrated,,,,,,1968130,1968130,,https://link.gmarket.co.kr/gate/pcs?item-no=4720961381&sub-id=1003&service-code=10000003&lcd=100000002
