날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-07,쿠팡,1,쿠팡,"LG전자 2026 그램 AI 15 코어 Ultra5, 에센스 화이트, 15ZB90S-GA5CK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2289000,2289000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9293544281&itemId=28618637833&vendorItemId=95561904114&traceid=V0-153-4309c13e1ac6099c&clickBeacon=98ac3ad0-7998-11f1-8ba0-3fbabac7c439%7E3&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,쿠팡,2,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,쿠팡,3,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=98ac3ad0-7998-11f1-ba41-3110a672a249%7E3&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,쿠팡,4,쿠팡,"LG전자 2026 그램 AI 16 코어 Ultra5, 스노우 화이트, 16ZB90S-GA5PK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2369000,2369000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9587163832&itemId=28618637847&vendorItemId=95561904122&traceid=V0-153-6304b732f5efc10a&clickBeacon=98ac3ad0-7998-11f1-b61b-79e13647ded3%7E3&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,쿠팡,5,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=98ac3ad0-7998-11f1-8c76-78fbab51595d%7E3&requestid=20260707091252841256555488&token=31850C%7CMIXED
2026-07-07,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1398900,1398900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,3,G마켓,삼성전자 갤럭시북4 NT750XGR-A51A 최종가104만 256GB 가성비 대학생 재택근무 강의용 노트북,삼성전자,,integrated,256GB,,,,,1199000,1199000,,https://link.gmarket.co.kr/gate/pcs?item-no=3647869931&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,4,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,지마켓,5,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2894020,2894020,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-07,네이버,1,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,498000,498000,,https://smartstore.naver.com/main/products/10407884292
2026-07-07,네이버,2,네이버,"삼성전자 갤럭시북5 프로 노트북 NT960XHA-K71AR 32GB, 1TB",삼성전자,,integrated,32GB,1TB,,,,3728000,3728000,,https://search.shopping.naver.com/catalog/53018472231
2026-07-07,네이버,3,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1499000,1499000,,https://search.shopping.naver.com/catalog/58488180590
2026-07-07,네이버,4,네이버,"삼성전자 갤럭시북4 NT750XGR-A71A 16GB, 512GB",삼성전자,,integrated,16GB,512GB,,,,1398000,1398000,,https://search.shopping.naver.com/catalog/52646775138
2026-07-07,네이버,5,네이버,"LG전자 LG그램 14ZD95U-GX5WK RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1503000,1503000,,https://search.shopping.naver.com/catalog/58767810454
