날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-21,쿠팡,1,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=20d3de00-8497-11f1-955a-58bf9ef88931%7E3&requestid=20260721090005070049744200&token=31850C%7CMIXED
2026-07-21,쿠팡,3,쿠팡,"HP 2025 옴니북 X 플립 14 코어Ultra5, Meteor Silver, 512GB, 16GB, WIN11 Home, 14-fm0062TU",HP,,integrated,512GB,,WIN 11 HOME,,,1498000,1498000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8847574516&itemId=25515379290&vendorItemId=92507314479&traceid=V0-153-8be342a26758b425&clickBeacon=20d3de00-8497-11f1-bf24-741325351b32%7E3&requestid=20260721090005070049744200&token=31850C%7CMIXED
2026-07-21,쿠팡,5,쿠팡,"HP 2026 오멘 15 라이젠7 라이젠 200 시리즈 지포스 RTX 5060, Shadow Black, 1TB, 24GB, WIN11 Home, 15-gb0041AX",HP,라이젠7,RTX 5060,24GB,1TB,WIN 11 HOME,,,2099000,2099000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9323115712&itemId=27634210485&vendorItemId=94596989578&traceid=V0-153-32370cc5d9601afe&clickBeacon=20d40510-8497-11f1-ad76-149eac54ae07%7E3&requestid=20260721090005070049744200&token=31850C%7CMIXED
2026-07-21,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,3,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,968160,968160,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,9,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2879640,2879640,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,10,G마켓,레노버 Legion 5 15IRX10 i7 5060 / i7-14700HX/ 16GB/ RTX5060/ 15형 OLED,Lenovo,I7 5060,RTX5060,16GB,,,15형,,2493000,2493000,,https://link.gmarket.co.kr/gate/pcs?item-no=4502066624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,11,G마켓,레노버 LOQ 15IRX10 i7 5060 Edition / I7-13645HX/ RTX5060/ 15형 FHD/ DOS,Lenovo,I7 5060,RTX5060,,,,15형,,2033670,2033670,,https://link.gmarket.co.kr/gate/pcs?item-no=4503243511&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,14,G마켓,레노버 노트북 레노버 ThinkPad X13 Gen1 메모리 32GB SSD512GB Windows11 전용박스,Lenovo,,integrated,32GB,512GB,WIN 11 HOME,,,626400,626400,,https://link.gmarket.co.kr/gate/pcs?item-no=4618661624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,15,G마켓,레노버 레노버 씽크패드 X1 카본 i5 8GB 사무용 인강용 중고 노트북,Lenovo,I5,integrated,8GB,,,,,307720,307720,,https://link.gmarket.co.kr/gate/pcs?item-no=4355119391&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,19,G마켓,2025 애플 맥북 에어 M4 칩 13인치 16GB 램 512GB SSD 저장장치 실버 비시,Apple,,integrated,16GB,512GB,,13인치,,1701250,1701250,,https://link.gmarket.co.kr/gate/pcs?item-no=4790628852&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,21,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS,Lenovo,라이젠5,integrated,256GB,,,,,749000,749000,,https://link.gmarket.co.kr/gate/pcs?item-no=4772976902&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,23,G마켓,DELL 인스피론15 7577 i7 16GB 256GB HDD1TB GTX1060 15인치,Dell,I7,GTX1060,16GB,256GB,,15인치,,308560,308560,,https://link.gmarket.co.kr/gate/pcs?item-no=4804565899&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,29,G마켓,기가바이트 기가바이트 Gaming A16 3WHD 라이젠 AMD R7 지포스 RTX5070 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5070,16GB,512GB,,,,2699140,2699140,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443188&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,32,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS,Lenovo,라이젠5,integrated,256GB,,,,,840450,840450,,https://link.gmarket.co.kr/gate/pcs?item-no=4793816911&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,34,G마켓,기가바이트 GIGABYTE AERO X16 1VH 93KRC94A(스페이스 그레이) 최종 165만,Gigabyte,,integrated,,,,,,2149000,2149000,,https://link.gmarket.co.kr/gate/pcs?item-no=4427754714&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,39,G마켓,레노버 아이디어패드 Slim3-15ITL6 82H803BUKR i7 16GB 256GB,Lenovo,I7,integrated,16GB,256GB,,,,418760,418760,,https://link.gmarket.co.kr/gate/pcs?item-no=4798570911&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-21,지마켓,43,G마켓,애플 맥북 프로 2020 13인치 i7 A2251 16GB 512GB SSD 스페이스그레이,Apple,I7,integrated,16GB,512GB,,13인치,,549000,549000,,https://link.gmarket.co.kr/gate/pcs?item-no=4785076875&sub-id=1003&service-code=10000003&lcd=100000002
