날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-04,쿠팡,1,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=a04203a0-773c-11f1-974f-d35d43d81281%7E3&requestid=20260704090929538134940181&token=31850C%7CMIXED
2026-07-04,쿠팡,2,쿠팡,"HP 2026 하이퍼엑스 오멘 15 라이젠5 라이젠 200 시리즈 지포스 RTX 5060, Shadow Black, 1TB, 24GB, WIN11 Home, 15-gb0042AX",HP,라이젠5,RTX 5060,24GB,1TB,WIN 11 HOME,,,1909000,1909000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9323115679&itemId=27774196210&vendorItemId=94734618598&traceid=V0-153-8560d66fcc3d9ee7&clickBeacon=a04203a0-773c-11f1-bc40-ff77327d326c%7E3&requestid=20260704090929538134940181&token=31850C%7CMIXED
2026-07-04,쿠팡,3,쿠팡,"HP 2026 오멘 15 라이젠5 라이젠 200 시리즈 지포스 RTX 5060, Shadow Black, 1TB, 24GB, Free DOS, 15-gb0044AX",HP,라이젠5,RTX 5060,24GB,1TB,FreeDOS,,,1829000,1829000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9323115679&itemId=27634210412&vendorItemId=94596989479&traceid=V0-153-8560d66fcc3d9ee7&clickBeacon=a04203a0-773c-11f1-8e6d-b66cc819dd1e%7E3&requestid=20260704090929538134940181&token=31850C%7CMIXED
2026-07-04,쿠팡,4,쿠팡,"고성능 노트북 16형350 IPS AMD A6 CPU 32GB 메모리 512GB SSD Win10 장착 대화면 멀티태스킹 가성비 인기 모델, 그레이, AMD, 512GB, 32GB, WIN10",Dell,,integrated,32GB,512GB,Windows,16형,,1200000,1200000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9583448714&itemId=28606967576&vendorItemId=95468985707&traceid=V0-153-914802683e9b0a31&clickBeacon=a04203a0-773c-11f1-86b1-233769c3c307%7E3&requestid=20260704090929538134940181&token=31850C%7CMIXED
2026-07-04,쿠팡,5,쿠팡,"JUMPER 노트북 2-in-1 16인치 접이식 터치스크린 N5095 프로세서 지문인식 WiFi6 Windows 11 home, 회색, J1 NY02, 128GB, 4GB, WIN11 Home",,N5095,integrated,128GB,,WIN 11 HOME,16인치,,453000,453000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9593936717&itemId=28644193970&vendorItemId=94932042153&traceid=V0-153-1e6110414280ce3d&clickBeacon=a0422ab0-773c-11f1-b19c-95b157c06d43%7E3&requestid=20260704090929538134940181&token=31850C%7CMIXED
2026-07-04,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-04,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1398900,1398900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-04,지마켓,3,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-04,지마켓,4,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2896280,2896280,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-04,지마켓,5,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1222330,1222330,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-04,네이버,1,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,498000,498000,,https://smartstore.naver.com/main/products/10407884292
2026-07-04,네이버,2,네이버,"삼성전자 갤럭시북5 프로 노트북 NT960XHA-K71AR 32GB, 1TB",삼성전자,,integrated,32GB,1TB,,,,2999000,2999000,,https://search.shopping.naver.com/catalog/53018472231
2026-07-04,네이버,3,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1508990,1508990,,https://search.shopping.naver.com/catalog/58488180590
2026-07-04,네이버,4,네이버,"삼성전자 갤럭시북4 NT750XGR-A71A 16GB, 512GB",삼성전자,,integrated,16GB,512GB,,,,1398000,1398000,,https://search.shopping.naver.com/catalog/52646775138
