날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-20,쿠팡,1,쿠팡,"[풀박스패키지] LG그램 코어i5 +무상AS 1년(전시몰닷컴), 화이트, 16Z90P_NP, 512GB, 16GB, WIN11 Pro",LG전자,,integrated,512GB,,WIN 11 HOME,,,1199000,1199000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9638752356&itemId=28798268195&vendorItemId=94827088859&traceid=V0-153-d1864c0a3f1da837&clickBeacon=18606c30-83ce-11f1-bd4e-e6f50a63acd1%7E3&requestid=20260720090102040093449668&token=31850C%7CMIXED
2026-07-20,쿠팡,2,쿠팡,"LG전자 2026 그램 AI 14 코어 Ultra5, 에센스 화이트, 14ZB90S-GA5PK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2139000,2139000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9587163867&itemId=28618637933&vendorItemId=95561904197&traceid=V0-153-5fe5805da95968fa&clickBeacon=18606c30-83ce-11f1-b5e6-0869d2ff41f7%7E3&requestid=20260720090102040093449668&token=31850C%7CMIXED
2026-07-20,쿠팡,3,쿠팡,"JUMPER 2026 노트북 2-in-1 15.6인치 접이식 터치스크린 i3 프로세서 지문인식 WiFi6 Windows 11 home, 흑요색, J1, 128GB, 8GB, WIN11 Home",,I3,integrated,128GB,,WIN 11 HOME,15.6인치,,633000,633000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9626507609&itemId=28749676428&vendorItemId=95503871947&traceid=V0-153-b115009aa61942ba&clickBeacon=18606c30-83ce-11f1-822f-59b0f490044f%7E3&requestid=20260720090102040093449668&token=31850C%7CMIXED
2026-07-20,쿠팡,4,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260720090102040093449668&token=31850C%7CMIXED
2026-07-20,쿠팡,5,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=18606c30-83ce-11f1-93a1-3bac6ca6ee31%7E3&requestid=20260720090102040093449668&token=31850C%7CMIXED
2026-07-20,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,2,G마켓,LG전자 LG그램북 15UD50U-GX5JK U5 가성비 노트북 OS미탑재 당일출고,LG전자,,integrated,,,,,,1191980,1191980,,https://link.gmarket.co.kr/gate/pcs?item-no=4635915313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,3,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX5WK RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2331160,2331160,,https://link.gmarket.co.kr/gate/pcs?item-no=4686941997&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,4,G마켓,삼성전자 삼성전자 갤럭시북4 엣지 NT750XQA-K02AB 16GB 512GB,삼성전자,,integrated,16GB,512GB,,,,1648150,1648150,,https://link.gmarket.co.kr/gate/pcs?item-no=4780542778&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,지마켓,5,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1448900,1448900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-20,네이버,1,베이직스 스토어,베이직북16 사무용 가벼운 노트북 인강용 업무용 영상편집 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,858000,858000,,https://smartstore.naver.com/main/products/11149376385
2026-07-20,네이버,2,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,479000,479000,,https://smartstore.naver.com/main/products/10407884292
2026-07-20,네이버,3,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1350000,1350000,,https://search.shopping.naver.com/catalog/58488180590
2026-07-20,네이버,4,베이직스 스토어,베이직북14 사무용 가벼운 노트북 업무용 인강용 싼 저가 윈도우11 8GB/256GB,Basics,,integrated,8GB,256GB,,,,598000,598000,,https://smartstore.naver.com/main/products/6873474215
2026-07-20,네이버,5,제이 씨앤에스,레노버 노트북 슬림3 라이젠 R5 WUXGA win11 포토샵 사무용 인강용 대학생,Lenovo,,integrated,,,WIN 11 HOME,,,679000,679000,,https://smartstore.naver.com/main/products/9984164470
