날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-01,쿠팡,1,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260701091136637161658675&token=31850C%7CGM
2026-07-01,쿠팡,2,쿠팡,삼성노트북 6세대 코어i5 블랙 사무용 8GB 128GB NT371B5L,삼성전자,,integrated,8GB,128GB,,,,198000,198000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8717120207&itemId=25318773994&vendorItemId=95577046908&traceid=V0-153-d2c6658c84770649&requestid=20260701091136637161658675&token=31850C%7CGM
2026-07-01,쿠팡,3,쿠팡,[삼성전자 공식파트너] 갤럭시북Go NT345XPA-K14AS 윈도우11 14인치 휴대용 가성비 학생용 문서작성 5G LTE,삼성전자,,integrated,,,,14인치,,498000,498000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8036829511&itemId=22489515360&vendorItemId=89531729651&traceid=V0-153-0adce3905cc2bf42&requestid=20260701091136637161658675&token=31850C%7CGM
2026-07-01,쿠팡,4,쿠팡,삼성 노트북/NT200B5C/NT371B5J /I5 3320M 4G SSD128G/15.6인치 WIN10 Pro,삼성전자,I5 3320M,integrated,,,Windows,15.6인치,,183000,183000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=4843128862&itemId=14384439152&vendorItemId=95557511760&traceid=V0-153-7ce1e5108b17dfa4&requestid=20260701091136637161658675&token=31850C%7CGM
2026-07-01,쿠팡,5,쿠팡,삼성 NT371B5J 4세대 I5 16G SSD512 WINPRO,삼성전자,I5,integrated,,,Windows,,,290000,290000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=4843128862&itemId=13002250931&vendorItemId=93840777101&traceid=V0-153-7ce1e5108b17dfa4&requestid=20260701091136637161658675&token=31850C%7CGM
2026-07-01,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-01,지마켓,2,G마켓,삼성전자 갤럭시북5 프로 NT960XHA-K51A (+U5 120Hz 3K터치 윈11),삼성전자,,integrated,,,,,,2349000,2349000,,https://link.gmarket.co.kr/gate/pcs?item-no=4261715147&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-01,지마켓,3,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-01,지마켓,4,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1222330,1222330,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-01,지마켓,5,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-01,네이버,1,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1529000,1529000,,https://search.shopping.naver.com/catalog/58488180590
2026-07-01,네이버,2,네이버,"삼성전자 갤럭시북5 프로 노트북 NT960XHA-K71AR 32GB, 1TB",삼성전자,,integrated,32GB,1TB,,,,2999000,2999000,,https://search.shopping.naver.com/catalog/53018472231
2026-07-01,네이버,3,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,498000,498000,,https://smartstore.naver.com/main/products/10407884292
2026-07-01,네이버,4,네이버,"삼성전자 갤럭시북4 노트북 NT750XGR-A51A 16GB, 256GB",삼성전자,,integrated,16GB,256GB,,,,1153990,1153990,,https://search.shopping.naver.com/catalog/52631236642
2026-07-01,네이버,5,베이직스 스토어,베이직스 베이직북16 노트북 사무용 16인치 업무용 인강용 영상편집 저가 8GB/256GB,Basics,,integrated,8GB,256GB,,16인치,,698000,698000,,https://smartstore.naver.com/main/products/11065832613
