날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-11,쿠팡,1,쿠팡,"갤럭시북4 15.6, 코어I5 13세대, 가성비 노트북, 한컴오피스팩 동봉",삼성전자,,integrated,,,,,,1299000,1299000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=7991194687&itemId=22212816615&vendorItemId=89258837406&traceid=V0-153-77b933ac65077d2a&requestid=20260711090224597220794765&token=31850C%7CMIXED
2026-07-11,쿠팡,2,쿠팡,"LG전자 2026 그램 AI 14 코어 Ultra5, 에센스 화이트, 14ZB90S-GA5PK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2139000,2139000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9587163867&itemId=28618637933&vendorItemId=95561904197&traceid=V0-153-5fe5805da95968fa&clickBeacon=cbde2d20-7cbb-11f1-a80d-62f4895db87e%7E3&requestid=20260711090224597220794765&token=31850C%7CMIXED
2026-07-11,쿠팡,3,쿠팡,"JUMPER 노트북 2-in-1 16인치 접이식 터치스크린 N5095 프로세서 지문인식 WiFi6 Windows 11 home, 회색, J1 NY02, 128GB, 4GB, WIN11 Home",,N5095,integrated,128GB,,WIN 11 HOME,16인치,,453000,453000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9593936717&itemId=28644193970&vendorItemId=94932042153&traceid=V0-153-1e6110414280ce3d&clickBeacon=cbde2d20-7cbb-11f1-8673-3eacf1e7c61a%7E3&requestid=20260711090224597220794765&token=31850C%7CMIXED
2026-07-11,쿠팡,4,쿠팡,"JUMPER 2026 노트북 2-in-1 15.6인치 접이식 터치스크린 i3 프로세서 8GB RAM 지문인식 WiFi6 Windows 11 home, 검정색, JUMPER J1 SEUN2011, 128GB, 8GB, WIN11 Home",,I3,integrated,8GB,128GB,WIN 11 HOME,15.6인치,,583700,583700,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9619418024&itemId=28724325555&vendorItemId=95225872201&traceid=V0-153-aad41460a6101c29&clickBeacon=cbde2d20-7cbb-11f1-8e85-740a288bc544%7E3&requestid=20260711090224597220794765&token=31850C%7CMIXED
2026-07-11,쿠팡,5,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=cbde2d20-7cbb-11f1-9f01-a6bd5d0a0e76%7E3&requestid=20260711090224597220794765&token=31850C%7CMIXED
2026-07-11,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-11,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1448900,1448900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-11,지마켓,3,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2876680,2876680,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-11,지마켓,4,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-11,지마켓,5,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-11,네이버,1,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,498000,498000,,https://smartstore.naver.com/main/products/10407884292
2026-07-11,네이버,2,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1350000,1350000,,https://search.shopping.naver.com/catalog/58488180590
2026-07-11,네이버,3,네이버,"LG전자 LG그램 14ZD95U-GX5WK RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1499000,1499000,,https://search.shopping.naver.com/catalog/58767810454
2026-07-11,네이버,4,베이직스 스토어,베이직북16 Pro 노트북 사무용 업무용 가벼운 영상편집 게이밍 16GB/512GB,Basics,,integrated,16GB,512GB,,,,998000,998000,,https://smartstore.naver.com/main/products/12954624034
2026-07-11,네이버,5,네이버,"LG전자 LG그램 노트북 14ZD95U-GX59K RAM 32GB, 256GB",LG전자,,integrated,32GB,256GB,,,,1924210,1924210,,https://search.shopping.naver.com/catalog/58488180630
