날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-17,쿠팡,1,쿠팡,"[풀박스패키지] LG그램 코어i5 +무상AS 1년(전시몰닷컴), 화이트, 15ZB95N-i7_NP, 512GB, 16GB, WIN11 Pro",LG전자,,integrated,512GB,,WIN 11 HOME,,,1199000,1199000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9638752356&itemId=28798268196&vendorItemId=95183206265&traceid=V0-153-d1864c0a3f1da837&clickBeacon=b1887140-8172-11f1-aae5-b2a0968766ec%7E3&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,2,쿠팡,"LG전자 2026 그램 AI 14 코어 Ultra5, 에센스 화이트, 14ZB90S-GA5PK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2139000,2139000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9587163867&itemId=28618637933&vendorItemId=95561904197&traceid=V0-153-5fe5805da95968fa&clickBeacon=b1887140-8172-11f1-ac74-25a1e471d18a%7E3&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,3,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=b1887140-8172-11f1-8805-0f0162c8cb0d%7E3&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,4,쿠팡,"노트북 15.6인치 화면 대형 프로세서N5095 12GB RAM 512GB SSD 사무용 WIN11 home, 검은색, ESDYS1033, 512GB, 12GB, WIN11 Home",,,integrated,12GB,512GB,WIN 11 HOME,15.6인치,,503000,503000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9553159339&itemId=28474117655&vendorItemId=95424352795&traceid=V0-153-9b19a79aa4a68ecc&clickBeacon=b1887140-8172-11f1-817e-204ce2cb8882%7E3&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,5,쿠팡,삼성노트북 6세대 코어i5 블랙 사무용 8GB 128GB NT371B5L,삼성전자,,integrated,8GB,128GB,,,,206000,206000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8717120207&itemId=25318773994&vendorItemId=95577046908&traceid=V0-153-d2c6658c84770649&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,6,쿠팡,neobook 2024 노트북 14.1 인텔 셀러론,,,integrated,,,,,,319000,319000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8082960833&itemId=22799436582&vendorItemId=89834367335&traceid=V0-153-04e49b703f8e397f&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,7,쿠팡,[삼성전자 공식파트너] 갤럭시북Go NT345XPA-K14AS 윈도우11 14인치 휴대용 가성비 학생용 문서작성 5G LTE,삼성전자,,integrated,,,,14인치,,479000,479000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8036829511&itemId=22489515360&vendorItemId=89564765549&traceid=V0-153-0adce3905cc2bf42&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,8,쿠팡,포유디지털 iMUZ 예쁘고 가볍고 슬림한 14인치 노트북 스톰북 4 SSD180gb 사무업무용 인강용 주식용 넷플용 초가성비 노트북,,,integrated,180GB,,,14인치,,149000,149000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9619859130&itemId=28725892289&vendorItemId=95666184674&traceid=V0-153-0ea29c01bd223eaa&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,9,쿠팡,LG전자 2026 그램북 AI 15 코어 Ultra5,LG전자,,integrated,,,,,,994000,994000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9281527133&itemId=27479813418&vendorItemId=94444985720&traceid=V0-153-eb916b4118011bf9&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,쿠팡,10,쿠팡,베이직스 2024 베이직북 14 N-시리즈,Basics,,integrated,,,,,,587890,587890,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9128826497&itemId=26858848404&vendorItemId=92984476751&traceid=V0-153-2bd89178e148d112&requestid=20260717090142973005329169&token=31850C%7CMIXED
2026-07-17,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,2,G마켓,LG전자 LG그램북 15UD50U-GX5JK U5 가성비 노트북 OS미탑재 당일출고,LG전자,,integrated,,,,,,1143330,1143330,,https://link.gmarket.co.kr/gate/pcs?item-no=4635915313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,3,G마켓,삼성전자 삼성전자 갤럭시북4 엣지 NT750XQA-K02AB 16GB 512GB,삼성전자,,integrated,16GB,512GB,,,,1648390,1648390,,https://link.gmarket.co.kr/gate/pcs?item-no=4780542778&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,4,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,899000,899000,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,5,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,6,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX5WK RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2405800,2405800,,https://link.gmarket.co.kr/gate/pcs?item-no=4686941997&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,7,G마켓,2025 애플 맥북 에어 M4 칩 13인치 16GB 램 512GB SSD 저장장치 실버 비시,Apple,,integrated,16GB,512GB,,13인치,,1701250,1701250,,https://link.gmarket.co.kr/gate/pcs?item-no=4790628852&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,8,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2790000,2790000,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,9,G마켓,LG전자 LG 그램15 15Z95N 11세대 i5 8G NVME256G 윈10,LG전자,I5,integrated,,,,,,632100,632100,,https://link.gmarket.co.kr/gate/pcs?item-no=3725509826&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,10,G마켓,삼성 오디세이 NT800G5M i5 8GB SSD128GB HDD1TB GTX1050,삼성전자,I5,GTX1050,8GB,128GB,,,,308560,308560,,https://link.gmarket.co.kr/gate/pcs?item-no=4784161680&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,11,G마켓,삼성전자 삼성전자 노트북 플러스 NT550XCJ-K58WA /IR,삼성전자,,integrated,,,,,,1739930,1739930,,https://link.gmarket.co.kr/gate/pcs?item-no=2677559014&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,12,G마켓,LG전자 노트북 LG gram i5 11세대 그램 노트북 14ZB95N 14형 SSD512G PD충전 윈도우11,LG전자,I5,integrated,,,,14형,,685730,685730,,https://link.gmarket.co.kr/gate/pcs?item-no=2623547405&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,13,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1448900,1448900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,14,G마켓,LG전자 LG 그램 프로 16ZD90U-GX56K 인텔 팬서레이크 AI 노트북,LG전자,,integrated,,,,,,2335930,2335930,,https://link.gmarket.co.kr/gate/pcs?item-no=4646719847&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,15,G마켓,레노버 레노버 씽크패드 X390 i5 16G 512G 윈11 터치스크린 중고 노트북,Lenovo,I5,integrated,,,,,,485100,485100,,https://link.gmarket.co.kr/gate/pcs?item-no=4607041206&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,16,G마켓,레노버 노트북 레노버 ThinkPad X13 Gen1 메모리 32GB SSD512GB Windows11 전용박스,Lenovo,,integrated,32GB,512GB,WIN 11 HOME,,,626400,626400,,https://link.gmarket.co.kr/gate/pcs?item-no=4618661624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,17,G마켓,MI 레노버 LOQ 15ARP10E 83S000E3KR RAM 32GB,Lenovo,,integrated,32GB,,,,,1658900,1658900,,https://link.gmarket.co.kr/gate/pcs?item-no=4758387229&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,18,G마켓,레노버 아이디어패드 Slim3-15ITL6 82H803BUKR i7 16GB 256GB,Lenovo,I7,integrated,16GB,256GB,,,,418760,418760,,https://link.gmarket.co.kr/gate/pcs?item-no=4798570911&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,19,G마켓,LG 울트라PC 15UD50T-GX5JK i5 8GB 256GB 15인치,LG전자,I5,integrated,8GB,256GB,,15인치,,606100,606100,,https://link.gmarket.co.kr/gate/pcs?item-no=4801131085&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,20,G마켓,삼성전자 삼성 이온 NT951XCJ 10세대 i5 16G NVME256G 중고 노트북,삼성전자,I5,integrated,,,,,,479040,479040,,https://link.gmarket.co.kr/gate/pcs?item-no=3688571080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,21,G마켓,삼성전자 삼성 갤럭시북5 NT751XHD-K01/B RAM16G SSD256 WIN11 Y,삼성전자,,integrated,,,WIN 11 HOME,,,1567500,1567500,,https://link.gmarket.co.kr/gate/pcs?item-no=4745167192&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,22,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS,Lenovo,라이젠5,integrated,256GB,,,,,799000,799000,,https://link.gmarket.co.kr/gate/pcs?item-no=4772976902&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,23,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1235470,1235470,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,24,G마켓,기가바이트 기가바이트 Gaming A16 3VH 라이젠 AMD R7 지포스 RTX5060 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5060,16GB,512GB,,,,1704470,1704470,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-17,지마켓,25,G마켓,레노버 레노버 아이디어패드 Slim3 15ARP R5-7533HS OLED 가성비 노트북,Lenovo,,integrated,,,,,,839000,839000,,https://link.gmarket.co.kr/gate/pcs?item-no=4623684498&sub-id=1003&service-code=10000003&lcd=100000002
