날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-24,쿠팡,1,쿠팡,"JUMPER 2026 노트북 2-in-1 15.6인치 접이식 터치스크린 i3 프로세서 지문인식 WiFi6 Windows 11 home, 흑요색, J1, 128GB, 8GB, WIN11 Home",,I3,integrated,128GB,,WIN 11 HOME,15.6인치,,633000,633000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9626507609&itemId=28749676428&vendorItemId=95503871947&traceid=V0-153-b115009aa61942ba&clickBeacon=45d751b0-86f3-11f1-8a21-f5e3925dd8d1%7E3&requestid=20260724090443193238841188&token=31850C%7CMIXED
2026-07-24,쿠팡,2,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=45d751b0-86f3-11f1-af59-e8b841a256d3%7E3&requestid=20260724090443193238841188&token=31850C%7CMIXED
2026-07-24,쿠팡,3,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1598990,1598990,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=45d751b0-86f3-11f1-a5e5-b209f3ee1947%7E3&requestid=20260724090443193238841188&token=31850C%7CMIXED
2026-07-24,쿠팡,4,쿠팡,"노트북 15.6인치 화면 대형 프로세서N5095 12GB RAM 512GB SSD 사무용 WIN11 home, 검은색, ESDYS1033, 512GB, 12GB, WIN11 Home",,,integrated,12GB,512GB,WIN 11 HOME,15.6인치,,503000,503000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9553159339&itemId=28474117655&vendorItemId=95424352795&traceid=V0-153-9b19a79aa4a68ecc&clickBeacon=45d751b0-86f3-11f1-a10c-f9df2a0fcf3e%7E3&requestid=20260724090443193238841188&token=31850C%7CMIXED
2026-07-24,쿠팡,5,쿠팡,"베이직스 2026 베이직북 16 N 시리즈, Basic White, 512GB, 16GB, WIN11 Home, BB1624FW-S",Basics,,integrated,512GB,,WIN 11 HOME,,,798800,798800,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8416720242&itemId=24652511081&vendorItemId=94724509349&traceid=V0-153-72062d0cfe57ed0e&clickBeacon=45d751b0-86f3-11f1-830b-9384ca0bfc00%7E3&requestid=20260724090443193238841188&token=31850C%7CMIXED
2026-07-24,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-24,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1448900,1448900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-24,지마켓,3,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX5WK RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2289820,2289820,,https://link.gmarket.co.kr/gate/pcs?item-no=4686941997&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-24,지마켓,4,G마켓,삼성 갤럭시북5 NT751XHD-K01/B 코어울트라5 16GB 256GB 15인치 노트북,삼성전자,,integrated,16GB,256GB,,15인치,,1046900,1046900,,https://link.gmarket.co.kr/gate/pcs?item-no=4804566041&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-24,지마켓,5,G마켓,LG전자 LG그램북 15UD50U-GX5JK U5 가성비 노트북 OS미탑재 당일출고,LG전자,,integrated,,,,,,1179820,1179820,,https://link.gmarket.co.kr/gate/pcs?item-no=4635915313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-24,네이버,1,베이직스 스토어,베이직북14 사무용 가벼운 노트북 업무용 인강용 싼 저가 윈도우11 8GB/256GB,Basics,,integrated,8GB,256GB,,,,598000,598000,,https://smartstore.naver.com/main/products/6873474215
2026-07-24,네이버,2,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1350000,1350000,,https://search.shopping.naver.com/catalog/58488180590
