날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-05,쿠팡,1,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=24595580-7805-11f1-a950-2c4049326816%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,2,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=24595580-7805-11f1-9498-7dbfc70030e7%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,3,쿠팡,"[풀박스패키지] LG그램 코어i5 +무상AS 1년(전시몰닷컴), 15ZB95N_NP, WIN11 Pro, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,,,1099000,1099000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9385445604&itemId=28741753066&vendorItemId=94827088861&traceid=V0-153-6520cdb84378311d&clickBeacon=24597c90-7805-11f1-96d0-8be836fbdd98%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,4,쿠팡,"베이직스 2026 베이직북 16 프로 라이젠5 라이젠 7000 시리즈, 마이크로소프트 패키지, White, BP1625FW, 512GB, 16GB, WIN11 Home",Microsoft,라이젠5,integrated,512GB,,WIN 11 HOME,,,1128000,1128000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9471973483&itemId=28193732145&vendorItemId=95148174228&traceid=V0-153-c3a76ee08a46b9f1&clickBeacon=24597c90-7805-11f1-ad40-59a83ceae7b5%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,5,쿠팡,"JUMPER 노트북 2-in-1 16인치 접이식 터치스크린 N5095 프로세서 지문인식 WiFi6 Windows 11 home, 회색, J1 NY02, 128GB, 4GB, WIN11 Home",,N5095,integrated,128GB,,WIN 11 HOME,16인치,,453000,453000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9593936717&itemId=28644193970&vendorItemId=94932042153&traceid=V0-153-1e6110414280ce3d&clickBeacon=24597c90-7805-11f1-9f44-2f84dddcaa89%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-05,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1398900,1398900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-05,지마켓,3,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-05,지마켓,4,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2896280,2896280,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-05,지마켓,5,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1222330,1222330,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
