날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-05,쿠팡,1,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=24595580-7805-11f1-a950-2c4049326816%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,2,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=24595580-7805-11f1-9498-7dbfc70030e7%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,3,쿠팡,"[풀박스패키지] LG그램 코어i5 +무상AS 1년(전시몰닷컴), 15ZB95N_NP, WIN11 Pro, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,,,1099000,1099000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9385445604&itemId=28741753066&vendorItemId=94827088861&traceid=V0-153-6520cdb84378311d&clickBeacon=24597c90-7805-11f1-96d0-8be836fbdd98%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,4,쿠팡,"베이직스 2026 베이직북 16 프로 라이젠5 라이젠 7000 시리즈, 마이크로소프트 패키지, White, BP1625FW, 512GB, 16GB, WIN11 Home",Microsoft,라이젠5,integrated,512GB,,WIN 11 HOME,,,1128000,1128000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9471973483&itemId=28193732145&vendorItemId=95148174228&traceid=V0-153-c3a76ee08a46b9f1&clickBeacon=24597c90-7805-11f1-ad40-59a83ceae7b5%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,5,쿠팡,"JUMPER 노트북 2-in-1 16인치 접이식 터치스크린 N5095 프로세서 지문인식 WiFi6 Windows 11 home, 회색, J1 NY02, 128GB, 4GB, WIN11 Home",,N5095,integrated,128GB,,WIN 11 HOME,16인치,,453000,453000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9593936717&itemId=28644193970&vendorItemId=94932042153&traceid=V0-153-1e6110414280ce3d&clickBeacon=24597c90-7805-11f1-9f44-2f84dddcaa89%7E3&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,6,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,7,쿠팡,LG 2020 그램15 15ZB995 10세대 i5 RAM 16GB SSD탑재 윈도우11설치 15인치 중고노트북,LG전자,I5,integrated,16GB,,,15인치,,739000,739000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9385445604&itemId=27862969553&vendorItemId=95174371235&traceid=V0-153-6520cdb84378311d&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,8,쿠팡,LG 울트라PC 15U560 6세대 코어i5 8GB SSD128GB Win10,LG전자,,integrated,8GB,128GB,Windows,,,227100,227100,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6431886792&itemId=13884262431&vendorItemId=93588416244&traceid=V0-153-eaa87aceb7dd441e&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,9,쿠팡,"갤럭시북4 15.6, 코어I5 13세대, 가성비 노트북, 한컴오피스팩 동봉",삼성전자,,integrated,,,,,,1399000,1399000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=7991194687&itemId=22212816611&vendorItemId=89258837393&traceid=V0-153-77b933ac65077d2a&requestid=20260705090450503273037355&token=31850C%7CMIXED
2026-07-05,쿠팡,10,쿠팡,[삼성전자 공식파트너] 갤럭시북Go NT345XPA-K14AS 윈도우11 14인치 휴대용 가성비 학생용 문서작성 5G LTE,삼성전자,,integrated,,,,14인치,,498000,498000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8036829511&itemId=22489515360&vendorItemId=89531729651&traceid=V0-153-0adce3905cc2bf42&requestid=20260705090450503273037355&token=31850C%7CMIXED
