날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-03,쿠팡,1,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=a3572530-7673-11f1-8311-3a7209f10a7c%7E3&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,2,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,3,쿠팡,"[풀박스패키지] LG그램 코어i5 +무상AS 1년(전시몰닷컴), 15ZB95N_NP, WIN11 Pro, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,,,1099000,1099000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9385445604&itemId=28741753066&vendorItemId=94827088861&traceid=V0-153-6520cdb84378311d&clickBeacon=a3572530-7673-11f1-9a62-069654ea50b2%7E3&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,4,쿠팡,"JUMPER 노트북 2-in-1 16인치 접이식 터치스크린 N5095 프로세서 지문인식 WiFi6 Windows 11 home, 회색, J1 NY02, 128GB, 4GB, WIN11 Home",,N5095,integrated,128GB,,WIN 11 HOME,16인치,,453000,453000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9593936717&itemId=28644193970&vendorItemId=94932042153&traceid=V0-153-1e6110414280ce3d&clickBeacon=a3572530-7673-11f1-8005-21698b58b826%7E3&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,5,쿠팡,"고성능 노트북 16형350 IPS AMD A6 CPU 32GB 메모리 512GB SSD Win10 장착 대화면 멀티태스킹 가성비 인기 모델, 그레이, AMD, 512GB, 32GB, WIN10",Dell,,integrated,32GB,512GB,Windows,16형,,1200000,1200000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9583448714&itemId=28606967576&vendorItemId=95468985707&traceid=V0-153-914802683e9b0a31&clickBeacon=a3572530-7673-11f1-858f-1574fd0ea1c0%7E3&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,6,쿠팡,삼성노트북 6세대 코어i5 블랙 사무용 8GB 128GB NT371B5L,삼성전자,,integrated,8GB,128GB,,,,198000,198000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8717120207&itemId=25318773994&vendorItemId=95577046908&traceid=V0-153-d2c6658c84770649&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,7,쿠팡,"갤럭시북4 15.6, 코어I5 13세대, 가성비 노트북, 한컴오피스팩 동봉",삼성전자,,integrated,,,,,,1399000,1399000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=7991194687&itemId=22212816611&vendorItemId=89258837393&traceid=V0-153-77b933ac65077d2a&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,8,쿠팡,[삼성전자 공식파트너] 갤럭시북Go NT345XPA-K14AS 윈도우11 14인치 휴대용 가성비 학생용 문서작성 5G LTE,삼성전자,,integrated,,,,14인치,,498000,498000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8036829511&itemId=22489515360&vendorItemId=89531729651&traceid=V0-153-0adce3905cc2bf42&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,9,쿠팡,노트북 인텔 i3 16GB RAM 512GB SSD 16.1인치 FHD 사무용 인강용 학생용 가성비 노트북,,I3,integrated,16GB,512GB,,16.1인치,,479990,479990,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9485573012&itemId=28246356362&vendorItemId=95199818673&traceid=V0-153-b131ef8c097de4e5&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,쿠팡,10,쿠팡,삼성 NT371B5J 4세대 I5 16G SSD512 WINPRO,삼성전자,I5,integrated,,,Windows,,,277500,277500,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=4843128862&itemId=13002250931&vendorItemId=93840777101&traceid=V0-153-7ce1e5108b17dfa4&requestid=20260703091045797029873397&token=31850C%7CMIXED
2026-07-03,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,2,G마켓,삼성전자 갤럭시북6 프로 NT960XJG-K72A 혜택가 264만 X7 358H/32GB/256GB/윈11 노트북,삼성전자,,integrated,32GB,256GB,,,,3697000,3697000,,https://link.gmarket.co.kr/gate/pcs?item-no=4638159692&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,3,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1398900,1398900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,4,G마켓,삼성전자 갤럭시북5 프로 NT960XHA-K71AR 혜택가 268만+모델무상업 울트라7 32GB 1TB 윈도우11 노트북,삼성전자,,integrated,32GB,1TB,,,,3849000,3849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4261463575&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,5,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1222330,1222330,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,6,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,7,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,8,G마켓,LG전자 LG 그램15 15Z95N 11세대 i5 8G NVME256G 윈10,LG전자,I5,integrated,,,,,,632100,632100,,https://link.gmarket.co.kr/gate/pcs?item-no=3725509826&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,9,G마켓,삼성전자 삼성 갤럭시북5 NT751XHD-K01/B RAM16G SSD256 WIN11 Y,삼성전자,,integrated,,,WIN 11 HOME,,,1612050,1612050,,https://link.gmarket.co.kr/gate/pcs?item-no=4745167192&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,10,G마켓,삼성전자 삼성 갤럭시북4 NT750XGJ-KP51S i5-1335U 16GB 256GB WIN11 / 초경량 가벼운 인강용 15인치 노트북,삼성전자,I5-1335U,integrated,16GB,256GB,WIN 11 HOME,15인치,,1205600,1205600,,https://link.gmarket.co.kr/gate/pcs?item-no=4572427080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,11,G마켓,삼성전자 삼성전자 갤럭시북6 프로 NT960XJG-KD72G 그레이 무료배송,삼성전자,,integrated,,,,,,4036740,4036740,,https://link.gmarket.co.kr/gate/pcs?item-no=4754894294&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,12,G마켓,레노버 노트북 레노버 ThinkPad X13 Gen1 메모리 32GB SSD512GB Windows11 전용박스,Lenovo,,integrated,32GB,512GB,WIN 11 HOME,,,626400,626400,,https://link.gmarket.co.kr/gate/pcs?item-no=4618661624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,13,G마켓,삼성전자 갤럭시북4 NT750XGR-A51A 최대혜택가 75만 256GB 가성비 대학생 재택근무 강의용 노트북,삼성전자,,integrated,256GB,,,,,1199000,1199000,,https://link.gmarket.co.kr/gate/pcs?item-no=3647869931&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,14,G마켓,LG전자 노트북 LG gram i5 11세대 그램 노트북 14ZB95N 14형 SSD512G PD충전 윈도우11,LG전자,I5,integrated,,,,14형,,685730,685730,,https://link.gmarket.co.kr/gate/pcs?item-no=2623547405&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,15,G마켓,LG전자 LG 울트라PC 15U560 6세대 i5 8G SSD128+500G Win10,LG전자,I5,integrated,,,Windows,,,246510,246510,,https://link.gmarket.co.kr/gate/pcs?item-no=1692204365&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,16,G마켓,삼성전자 삼성 오디세이 NT850XCJ-YC716 정품,삼성전자,,integrated,,,,,,2680870,2680870,,https://link.gmarket.co.kr/gate/pcs?item-no=3120591684&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,17,G마켓,애플 맥북프로 14 M1 Pro 8CPU 14GPU 16GB 스페이스 그레이 S,Apple,,integrated,16GB,,,,,1261000,1261000,,https://link.gmarket.co.kr/gate/pcs?item-no=4766918484&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,18,G마켓,삼성전자 삼성전자 갤럭시북6 NT740VJG-KC51S 실버 무료배송,삼성전자,,integrated,,,,,,1836700,1836700,,https://link.gmarket.co.kr/gate/pcs?item-no=4754739511&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,19,G마켓,HP HP ENVY 15-J034TX i7 16G 윈10 게이밍 중고 노트북,HP,I7,integrated,,,,,,269660,269660,,https://link.gmarket.co.kr/gate/pcs?item-no=4756738177&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,20,G마켓,삼성전자 삼성전자 갤럭시북5 NT750XHD-KC51G +한컴오피스 JFD,삼성전자,,integrated,,,,,,1816700,1816700,,https://link.gmarket.co.kr/gate/pcs?item-no=4647624288&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,21,G마켓,삼성전자 삼성 NT550XDA-K14AW RAM16GB SSD1TB교체/정품,삼성전자,,integrated,16GB,1TB,,,,1163370,1163370,,https://link.gmarket.co.kr/gate/pcs?item-no=3120781617&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,22,G마켓,LG전자 LG 그램 프로 16ZD90U-GX56K 인텔 팬서레이크 AI 노트북,LG전자,,integrated,,,,,,2111080,2111080,,https://link.gmarket.co.kr/gate/pcs?item-no=4646719847&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,23,G마켓,레노버 16인치 씽크패드 E16 Gen 1 i5-1335U미사용 리퍼 노트북,Lenovo,I5,integrated,,,,16인치,,799000,799000,,https://link.gmarket.co.kr/gate/pcs?item-no=4201636685&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,24,G마켓,삼성전자 삼성전자 노트북 플러스 NT550XCJ-K58WA /IR,삼성전자,,integrated,,,,,,1807690,1807690,,https://link.gmarket.co.kr/gate/pcs?item-no=2677559014&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,25,G마켓,LG전자 LG전자 노트북 15U780 i5 8세대 16GB 512GB 윈11 15U780,LG전자,I5,integrated,16GB,512GB,,,,484110,484110,,https://link.gmarket.co.kr/gate/pcs?item-no=3962314173&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,26,G마켓,레노버 레노버 아이디어패드 Slim3 15ARP R5-7533HS OLED 가성비 노트북,Lenovo,,integrated,,,,,,857000,857000,,https://link.gmarket.co.kr/gate/pcs?item-no=4623684498&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,27,G마켓,삼성전자 NT551EBE 8세대 i5 램16G SSD256 윈10 중고 노트북,삼성전자,I5,integrated,,,,,,367630,367630,,https://link.gmarket.co.kr/gate/pcs?item-no=2761909917&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,28,G마켓,삼성전자 삼성 노트북 5 NT551EAA 8세대 인텔i5 램8G SSD256 윈10,삼성전자,,integrated,,,,,,319130,319130,,https://link.gmarket.co.kr/gate/pcs?item-no=2621483313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,29,G마켓,삼성전자 삼성 갤럭시북 S NT767XCL-KC58S 정품,삼성전자,,integrated,,,,,,1345910,1345910,,https://link.gmarket.co.kr/gate/pcs?item-no=3120654364&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,30,G마켓,삼성전자 갤럭시북3 Go NT345XPA-K14A 셀룰러 LTE 5G 이동통신 출장 미팅용 윈도우11 탑재 노트북,삼성전자,,integrated,,,,,,498900,498900,,https://link.gmarket.co.kr/gate/pcs?item-no=3924395608&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,31,G마켓,도시바 도시바 M600 노트북 윈도우 XP XP용 업무용 테스트용,키오시아,,integrated,,,,,,155000,155000,,https://link.gmarket.co.kr/gate/pcs?item-no=1656137970&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,32,G마켓,기가바이트 기가바이트 Gaming A16 3WHD 체감가 210만 라이젠 AMD R7 지포스 RTX5070 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5070,16GB,512GB,,,,2699920,2699920,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443188&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,33,G마켓,레노버 Slim3-17ABA7 R5 R5 5625U 8G 256G IPS 300nit DOS 아틱그레이,Lenovo,,integrated,,,,,,678030,678030,,https://link.gmarket.co.kr/gate/pcs?item-no=2753808690&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,34,G마켓,기가바이트 기가바이트 Gaming A16 3VH 체감가 136만 라이젠 AMD R7 지포스 RTX5060 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5060,16GB,512GB,,,,1704820,1704820,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,35,G마켓,삼성전자 삼성 노트북 Pen S NT930SBE-K38A 정품,삼성전자,,integrated,,,,,,1748820,1748820,,https://link.gmarket.co.kr/gate/pcs?item-no=3120583747&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,36,G마켓,레노버 레노버 Slim3 15ARP10 R5 256GB DOS 라이젠5 /8GB/256GB/DOS 최대60만,Lenovo,라이젠5,integrated,256GB,,,,,814000,814000,,https://link.gmarket.co.kr/gate/pcs?item-no=4772976902&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,37,G마켓,LG그램 14Z90P i5 11세대 16G 256G W11 사무용 가벼운 중고 노트북,LG전자,I5,integrated,,,,,,699840,699840,,https://link.gmarket.co.kr/gate/pcs?item-no=4728288981&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,38,G마켓,기가바이트 GIGABYTE AERO X16 AI7LEA (스페이스 그레이),Gigabyte,,integrated,,,,,,2039000,2039000,,https://link.gmarket.co.kr/gate/pcs?item-no=4650668080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,39,G마켓,삼성전자 삼성 NT551XDA 11세대 i5 16G 256G 윈11 중고 노트북,삼성전자,I5,integrated,,,,,,493020,493020,,https://link.gmarket.co.kr/gate/pcs?item-no=4418273768&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,40,G마켓,삼성전자 삼성 NT551EBE 8세대 i5 램8G SSD256 윈10 중고 노트북,삼성전자,I5,integrated,,,,,,325710,325710,,https://link.gmarket.co.kr/gate/pcs?item-no=2750549159&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-03,지마켓,41,G마켓,삼성전자 삼성 갤럭시북4 NT750XGJ-KP51S i5-1335U 16GB 512GB WIN11 / 초경량 가벼운 인강용 15인치 노트북,삼성전자,I5-1335U,integrated,16GB,512GB,WIN 11 HOME,15인치,,1416960,1416960,,https://link.gmarket.co.kr/gate/pcs?item-no=4572427273&sub-id=1003&service-code=10000003&lcd=100000002
