날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-22,쿠팡,1,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=066d7f70-8560-11f1-ad95-cf594297f178%7E3&requestid=20260722085809618089892625&token=31850C%7CMIXED
2026-07-22,쿠팡,2,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260722085809618089892625&token=31850C%7CMIXED
2026-07-22,쿠팡,3,쿠팡,"노트북 15.6인치 화면 대형 프로세서N5095 12GB RAM 512GB SSD 사무용 WIN11 home, 검은색, ESDYS1033, 512GB, 12GB, WIN11 Home",,,integrated,12GB,512GB,WIN 11 HOME,15.6인치,,503000,503000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9553159339&itemId=28474117655&vendorItemId=95424352795&traceid=V0-153-9b19a79aa4a68ecc&clickBeacon=066da680-8560-11f1-8eee-7130a9ad2b36%7E3&requestid=20260722085809618089892625&token=31850C%7CMIXED
2026-07-22,쿠팡,4,쿠팡,"HP 2026 오멘 15 라이젠7 라이젠 200 시리즈 지포스 RTX 5060, Shadow Black, 1TB, 24GB, WIN11 Home, 15-gb0041AX",HP,라이젠7,RTX 5060,24GB,1TB,WIN 11 HOME,,,2099000,2099000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9323115712&itemId=27634210485&vendorItemId=94596989578&traceid=V0-153-32370cc5d9601afe&clickBeacon=066da680-8560-11f1-8bf3-3f966a255932%7E3&requestid=20260722085809618089892625&token=31850C%7CMIXED
2026-07-22,쿠팡,5,쿠팡,"JUMPER 2026 노트북 2-in-1 15.6인치 접이식 터치스크린 i3 프로세서 8GB RAM 지문인식 WiFi6 Windows 11 home, 검정색, JUMPER J1 SEUN2011, 128GB, 8GB, WIN11 Home",,I3,integrated,8GB,128GB,WIN 11 HOME,15.6인치,,583700,583700,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9619418024&itemId=28724325555&vendorItemId=95225872201&traceid=V0-153-aad41460a6101c29&clickBeacon=066da680-8560-11f1-96fa-9dc86265c5b3%7E3&requestid=20260722085809618089892625&token=31850C%7CMIXED
2026-07-22,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-22,지마켓,2,G마켓,LG전자 LG그램북 15UD50U-GX5JK U5 가성비 노트북 OS미탑재 당일출고,LG전자,,integrated,,,,,,1179820,1179820,,https://link.gmarket.co.kr/gate/pcs?item-no=4635915313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-22,지마켓,3,G마켓,삼성 갤럭시북5 NT751XHD-K01/B 코어울트라5 16GB 256GB 15인치 노트북,삼성전자,,integrated,16GB,256GB,,15인치,,1046900,1046900,,https://link.gmarket.co.kr/gate/pcs?item-no=4804566041&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-22,지마켓,4,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX5WK RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2328310,2328310,,https://link.gmarket.co.kr/gate/pcs?item-no=4686941997&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-22,지마켓,5,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,999000,999000,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
