날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-14,쿠팡,1,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=8f8f3050-7f16-11f1-b074-1e3d0098ad43%7E3&requestid=20260714085709955194118893&token=31850C%7CMIXED
2026-07-14,쿠팡,2,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260714085709955194118893&token=31850C%7CMIXED
2026-07-14,쿠팡,3,쿠팡,"JUMPER 2026 노트북 2-in-1 15.6인치 접이식 터치스크린 i3 프로세서 8GB RAM 지문인식 WiFi6 Windows 11 home, 검정색, JUMPER J1 SEUN2011, 128GB, 8GB, WIN11 Home",,I3,integrated,8GB,128GB,WIN 11 HOME,15.6인치,,583700,583700,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9619418024&itemId=28724325555&vendorItemId=95225872201&traceid=V0-153-aad41460a6101c29&clickBeacon=8f8f3050-7f16-11f1-9e27-12fe592018bd%7E3&requestid=20260714085709955194118893&token=31850C%7CMIXED
2026-07-14,쿠팡,4,쿠팡,"에이수스 2026 젠북 14 라이젠 AI 라이젠 AI 400 시리즈, 제이드 블랙, UM3406GA-QL151W, 1TB, 32GB, WIN11 Home",ASUS,,integrated,32GB,1TB,WIN 11 HOME,,,2099000,2099000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9470833374&itemId=27653967019&vendorItemId=94616357403&traceid=V0-153-1861488d82fa66f5&clickBeacon=8f8f3050-7f16-11f1-9974-c6fd6d10f1be%7E3&requestid=20260714085709955194118893&token=31850C%7CMIXED
2026-07-14,쿠팡,5,쿠팡,"삼성 갤럭시북5 프로 NT960XHZ-A72A 16인치 인텔 울트라7 코딩용 대학생 고사양 고해상도 터치 디스플레이 WQXGA+ AI 노트북 추천, 갤럭시북5 프로, WIN11 Home, 32GB, 1TB, 그레이",삼성전자,,integrated,32GB,1TB,WIN 11 HOME,16인치,,3299000,3299000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8524295952&itemId=24679857206&vendorItemId=91689891030&traceid=V0-153-f50c848ece3960ad&clickBeacon=8f8f3050-7f16-11f1-9207-9cff74661381%7E3&requestid=20260714085709955194118893&token=31850C%7CMIXED
2026-07-14,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-14,지마켓,2,G마켓,삼성전자 갤럭시북4 NT750XGR-A71A 인텔 i7 FHD 15.6 대화면 인강용 재택근무 노트북,삼성전자,I7,integrated,,,,,,1448900,1448900,,https://link.gmarket.co.kr/gate/pcs?item-no=3639127422&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-14,지마켓,3,G마켓,LG전자 LG그램북 15UD50U-GX5JK U5 가성비 노트북 OS미탑재 당일출고,LG전자,,integrated,,,,,,1143330,1143330,,https://link.gmarket.co.kr/gate/pcs?item-no=4635915313&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-14,지마켓,4,G마켓,LG전자 LG전자 LG그램 14ZD95U-GX56K RAM 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,2871870,2871870,,https://link.gmarket.co.kr/gate/pcs?item-no=4686943549&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-14,지마켓,5,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,899000,899000,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-14,네이버,1,삼성공식파트너 코인비엠에스,삼성 갤럭시북 인강용 사무용 윈도우11 저가 싼 노트북 기본팩,삼성전자,,integrated,,,,,,498000,498000,,https://smartstore.naver.com/main/products/10407884292
2026-07-14,네이버,2,네이버,"LG전자 LG그램 14ZD95U-GX56K RAM 16GB, 256GB",LG전자,,integrated,16GB,256GB,,,,1350000,1350000,,https://search.shopping.naver.com/catalog/58488180590
2026-07-14,네이버,3,노트북전문파트너점,HP 노트북 AMD R5 8GB 256GB Win11 대학생 인강용 직장인 주식용 사무용,HP,,integrated,8GB,256GB,WIN 11 HOME,,,619000,619000,,https://smartstore.naver.com/main/products/12813277904
2026-07-14,네이버,4,베이직스 스토어,베이직북16 사무용 가벼운 노트북 인강용 업무용 영상편집 윈도우11 16GB/512GB,Basics,,integrated,16GB,512GB,,,,858000,858000,,https://smartstore.naver.com/main/products/11149376385
2026-07-14,네이버,5,베이직스 스토어,베이직북16 Pro 노트북 사무용 업무용 가벼운 영상편집 게이밍 16GB/512GB,Basics,,integrated,16GB,512GB,,,,998000,998000,,https://smartstore.naver.com/main/products/12954624034
