날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-08,쿠팡,1,쿠팡,"LG전자 2026 그램 AI 16 코어 Ultra5, 스노우 화이트, 16ZB90S-GA5PK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2369000,2369000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9587163832&itemId=28618637847&vendorItemId=95561904122&traceid=V0-153-6304b732f5efc10a&clickBeacon=2e293e60-7a60-11f1-bb95-4b627380722b%7E3&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,2,쿠팡,"HP 2025 VICTUS 15 GAMING LAPTOP 15.6 라이젠9 라이젠 8000시리즈 지포스 RTX 4060, Mica Silver, 512GB, 16GB, Free DOS, 15-fb3001AX",HP,라이젠9,RTX 4060,512GB,,FreeDOS,,,1599000,1599000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8512549241&itemId=24641516609&vendorItemId=91652297692&traceid=V0-153-f07d5d4c9327f511&clickBeacon=2e296570-7a60-11f1-98c4-9c509dcc91de%7E3&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,3,쿠팡,"LG 그램15 코어i5 FHD 윈도우11 화이트 (코어i5-1135G7/16G/SSD512G 듀얼 [SSD256G + SSD256G]/15.6"" IPS FHD/윈11), GRAM15, WIN11 Home, 16GB, 512GB, 화이트",LG전자,,integrated,16GB,512GB,WIN 11 HOME,"15.6""",,898000,898000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9608130050&itemId=28684284346&vendorItemId=95625818567&traceid=V0-153-78994b7f297defa7&clickBeacon=2e296570-7a60-11f1-ba09-d34230a18d26%7E3&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,4,쿠팡,"LG전자 2026 그램 AI 15 코어 Ultra5, 에센스 화이트, 15ZB90S-GA5CK, 512GB, 16GB, WIN11 Home",LG전자,,integrated,512GB,,WIN 11 HOME,,,2289000,2289000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9293544281&itemId=28618637833&vendorItemId=95561904114&traceid=V0-153-4309c13e1ac6099c&clickBeacon=2e296570-7a60-11f1-8387-1422ad038a0e%7E3&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,5,쿠팡,"HP 2026 빅터스 15 코어i5 인텔 13세대 지포스 RTX 3050, MicaSilver, 512GB, 8GB, Free DOS, 15-fa2107TX",HP,,RTX 3050,512GB,,FreeDOS,,,1398000,1398000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8523018005&itemId=25168623807&vendorItemId=95375996210&traceid=V0-153-17f1e4f4d5865726&clickBeacon=2e296570-7a60-11f1-b94b-f41aa07ac4c9%7E3&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,6,쿠팡,LG 울트라PC 15U560 6세대 i5 지포스940M 15.6인치 윈도우10,LG전자,I5,integrated,,,,15.6인치,,298000,298000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6359373947&itemId=13418949659&vendorItemId=95217544143&traceid=V0-153-7d8369939570924a&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,7,쿠팡,LG 울트라PC 15U560 6세대 코어i5 8GB SSD128GB Win10,LG전자,,integrated,8GB,128GB,Windows,,,238000,238000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=6431886792&itemId=13884262431&vendorItemId=93588416244&traceid=V0-153-eaa87aceb7dd441e&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,8,쿠팡,베이직스 2024 베이직북 14 N-시리즈,Basics,,integrated,,,,,,563000,563000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9128826497&itemId=26858848404&vendorItemId=92984476751&traceid=V0-153-2bd89178e148d112&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,9,쿠팡,LG 2020 그램15 15ZB995 10세대 i5 RAM 16GB SSD탑재 윈도우11설치 15인치 중고노트북,LG전자,I5,integrated,16GB,,,15인치,,734000,734000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9385445604&itemId=27862969553&vendorItemId=95174371235&traceid=V0-153-6520cdb84378311d&requestid=20260708090133492070192122&token=31850C%7CMIXED
2026-07-08,쿠팡,10,쿠팡,삼성 NT371B5J 4세대 I5 16G SSD512 WINPRO,삼성전자,I5,integrated,,,Windows,,,316500,316500,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=4843128862&itemId=13002250931&vendorItemId=93840777101&traceid=V0-153-7ce1e5108b17dfa4&requestid=20260708090133492070192122&token=31850C%7CMIXED
