날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-02,쿠팡,1,쿠팡,"삼성전자 갤럭시북5 프로 NT960XHA-K51A 인텔 울트라5 16인치 고해상도 AI 코파일럿+ 윈도우11 터치 스크린 직장인 대학생 노트북, NT960XHA-K51A, WIN11 Home, 16GB, 512GB, 그레이",삼성전자,,integrated,16GB,512GB,WIN 11 HOME,16인치,,2349000,2349000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8524610232&itemId=24680912476&vendorItemId=93725434663&traceid=V0-153-59873d5649e2e5c4&clickBeacon=d00080a0-75aa-11f1-a46e-a4627b67d090%7E3&requestid=20260702091311941296364463&token=31850C%7CMIXED
2026-07-02,쿠팡,2,쿠팡,"그래픽 MX350 FHD IPS 7000mAh 배터리 WiFi 듀얼밴드 대화면 고성능 16.1 인치업무용 학생용 노트북, 화이트, I3-6006u, 512GB, 16GB, WIN10",,I3-6006U,integrated,512GB,,Windows,16.1 인치,,990000,990000,로켓배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9583422801&itemId=28606993427&vendorItemId=95200358621&traceid=V0-153-231fc0dc929ff950&clickBeacon=d00080a0-75aa-11f1-a4d8-7e8376aea2fa%7E3&requestid=20260702091311941296364463&token=31850C%7CMIXED
2026-07-02,쿠팡,3,쿠팡,"LG전자 2026 그램 AI 16 라이젠 AI 400 시리즈 방문설치, 에어로미늄 화이트, 512GB, 16GB, WIN11 Home, 16Z95U-GS5WK",LG전자,,integrated,512GB,,WIN 11 HOME,,,2101440,2101440,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9286800681&itemId=27500556779&vendorItemId=95191969712&traceid=V0-153-30ea8e65837bffba&clickBeacon=d00080a0-75aa-11f1-9313-b8df7802e0b3%7E3&requestid=20260702091311941296364463&token=31850C%7CMIXED
2026-07-02,쿠팡,4,쿠팡,"삼성 갤럭시북5 프로 NT960XHA-K71AR / NT960XHZ-A72A 16인치 인텔 울트라7 코딩용 대학생 고사양 고해상도 터치 디스플레이 WQXGA+ AI 노트북 추천, 갤럭시북5 프로, WIN11 Home, 32GB, 1TB, 그레이",삼성전자,,integrated,32GB,1TB,WIN 11 HOME,16인치,,3299000,3299000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=8524295952&itemId=24679857206&vendorItemId=91689891030&traceid=V0-153-f50c848ece3960ad&clickBeacon=d00080a0-75aa-11f1-bb5f-d2dd7c26192b%7E3&requestid=20260702091311941296364463&token=31850C%7CMIXED
2026-07-02,쿠팡,5,쿠팡,"삼성 갤럭시북5 인텔 울트라5 15.6인치 16GB램 AI 업무용 사무용 인강용 학생 노트북, NT750XHW, WIN11 Home, 16GB, 1TB, 실버",삼성전자,,integrated,16GB,1TB,WIN 11 HOME,15.6인치,,1799000,1799000,무료배송,https://link.coupang.com/re/AFFSDP?lptag=AF1553695&pageKey=9393831227&itemId=27897576840&vendorItemId=94923200999&traceid=V0-153-c22db6a95c312e7f&clickBeacon=d000a7b0-75aa-11f1-90f0-42128737bea9%7E3&requestid=20260702091311941296364463&token=31850C%7CMIXED
2026-07-02,지마켓,1,G마켓,레노버 노트북 레노버 Thinkpad X13 메모리 32GB 윈도우11 슬림 노트북,Lenovo,,integrated,32GB,,,,,527140,527140,,https://link.gmarket.co.kr/gate/pcs?item-no=4618650265&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-02,지마켓,2,G마켓,레노버 레노버 V15 13세대 i5 아이디어패드 15.6형 혜택가 84만 i5 16GB 256GB 윈도우11 홈 (5세대),Lenovo,I5,integrated,16GB,256GB,,15.6형,,912900,912900,,https://link.gmarket.co.kr/gate/pcs?item-no=3947230834&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-02,지마켓,3,G마켓,LG전자 LG그램북 15UD50U-GX5KK U5 16GB 256GB,LG전자,,integrated,16GB,256GB,,,,1222330,1222330,,https://link.gmarket.co.kr/gate/pcs?item-no=4686136526&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-02,지마켓,4,G마켓,에이수스 ASUS TUF A14 FA401UM-RG007 라이젠7-260/32GB/RTX5060 QHD 게이밍 노트북 겜트북,ASUS,라이젠7,RTX5060,32GB,,,,,2849000,2849000,,https://link.gmarket.co.kr/gate/pcs?item-no=4457738717&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-02,지마켓,5,G마켓,삼성전자 삼성 갤럭시북5 NT751XHD-K01/B RAM16G SSD256 WIN11 Y,삼성전자,,integrated,,,WIN 11 HOME,,,1600500,1600500,,https://link.gmarket.co.kr/gate/pcs?item-no=4745167192&sub-id=1003&service-code=10000003&lcd=100000002
